전공영역1,전공영역2,구분,학수번호-분반,교과목명,교수,시간,학점,담은 인원,정원,비고
약학대학,약학부,실험실습,PHR3014-41,약학실습8,김인수,목13:00-13:50【미지정】목14:00-14:50【미지정】목15:00-15:50【미지정】목16:00-16:50【미지정】,1,17,0,오프라인
약학대학,약학부,실험실습,PHR3014-42,약학실습8,김인수,목13:00-13:50【미지정】목14:00-14:50【미지정】목15:00-15:50【미지정】목16:00-16:50【미지정】,1,5,0,오프라인
약학대학,약학부,전공일반,PHR3074-41,비처방약,오성곤,금10:00-10:50【530254】금11:00-11:50【530254】,2,45,0,오프라인
약학대학,약학부,전공일반,PHR3114-41,약학연구설계론,김인수,화09:00-09:50【530254】화10:00-10:50【530254】,2,48,0,오프라인
약학대학,약학부,전공일반,PHR3117-41,유기반응화학,권용석,월11:00-11:50【530154】월12:00-12:50【530154】,2,21,0,오프라인
약학대학,약학부,전공핵심,PHR3121-41,기초약무실습,김현익,수18:00-18:50【530311】수19:00-19:50【530311】,2,3,0,오프라인
약학대학,약학부,전공핵심,PHR3122-41,약학실무실습1,김인수,월12:00-12:50【미지정】화12:00-12:50【미지정】수12:00-12:50【미지정】목12:00-12:50【미지정】,4,3,0,오프라인
약학대학,약학부,전공핵심,PHR3123-41,약학실무실습2,배형준,월13:00-13:50【미지정】화13:00-13:50【미지정】수13:00-13:50【미지정】금13:00-13:50【미지정】,4,2,0,오프라인
예술대학,디자인학과,전공일반,BUS2004-01,마케팅전략,홍수정,화09:00-10:15【33302】목10:30-11:45【33302】,3,48,0,오프라인
예술대학,디자인학과,전공(대학원),DES4001-01,융합캡스톤디자인,이한승,월18:00-19:15【61413】월19:30-20:45【61413】,3,5,0,오프라인
예술대학,디자인학과,전공일반,SOA3001-01,문화예술캡스톤디자인,정지숙,목15:00-16:15【61413】목16:30-17:45【61413】,3,9,0,오프라인
예술대학,디자인학과,전공(대학원),SFC4002-41,스마트팩토리캡스톤디자인2,정종필,화18:00-19:15【26310】화19:30-20:45【26310】,3,10,0,"글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming, 채용조건형 전용 과목 [재교육형 수강 불가]"
예술대학,디자인학과,전공(대학원),SFC7002-41,스마트팩토리융합캡스톤디자인2,정종필,목18:00-19:15【26310】목19:30-20:45【26310】,3,31,0,글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming
예술대학,디자인학과,전공일반,GBA3035-01,Integration of Systems and Business Informatics,김용석,화13:30-14:45【9B218】목12:00-13:15【9B218】,3,47,0,"국제어수업, 글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming"
예술대학,디자인학과,전공(대학원),SOA4002-01,인공지능과예술,이혜민,수15:00-16:15【62603】수16:30-17:45【62603】,3,3,0,오프라인
예술대학,디자인학과,전공일반,DES3037-01,통합적디자인,신수현,목15:00-16:15【61219】목16:30-17:45【61219】,3,11,0,"오프라인, 시각디자인전공"
예술대학,디자인학과,전공일반,DES2031-02,크리에이티브디자인,정지숙,수15:00-16:15【61217】수16:30-17:45【61217】,3,13,0,"오프라인, 써피스디자인전공"
예술대학,디자인학과,전공핵심,ART2002-01,드로잉2,박아름,수15:00-16:15【61109】수16:30-17:45【61109】,3,19,0,오프라인
예술대학,디자인학과,전공핵심,ART2002-02,드로잉2,김현영,목15:00-16:15【61109】목16:30-17:45【61109】,3,32,0,"오프라인, 1주차-오리엔테이션 사전제작"
예술대학,디자인학과,전공일반,DES2007-01,색채연구,김환,수12:00-13:15【62603】수13:30-14:45【62603】,3,20,0,"글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming, 시각디자인전공"
예술대학,디자인학과,전공일반,DES2007-02,색채연구,임중수,화12:00-13:15【61209】화13:30-14:45【61209】,3,9,0,"오프라인, 써피스디자인전공"
예술대학,디자인학과,전공일반,DES2008-02,입체조형,박선영,수12:00-13:15【61206】수13:30-14:45【61206】,3,14,0,"오프라인, 써피스디자인전공"
예술대학,디자인학과,전공일반,DES2010-01,아트앤디자인2,이상미,수12:00-13:15【61217】수13:30-14:45【61217】,3,7,0,"오프라인, 시각디자인전공"
예술대학,디자인학과,전공일반,DES2014-01,발상과디자인2,김희용,화15:00-16:15【61209】화16:30-17:45【61209】,3,21,0,"국제어수업, 오프라인, 시각디자인전공"
예술대학,디자인학과,전공일반,DES2014-02,발상과디자인2,김태강,목12:00-13:15【61202】목13:30-14:45【61202】,3,9,0,"오프라인, 써피스디자인전공"
예술대학,디자인학과,전공일반,DES2020-01,디자인워크숍1,이혜진,화12:00-13:15【61206】화13:30-14:45【61206】,3,15,0,"오프라인, 시각디자인전공"
예술대학,디자인학과,전공일반,DES2020-02,디자인워크숍1,권재희,화09:00-10:15【61206】화10:30-11:45【61206】,3,8,0,"오프라인, 써피스디자인전공"
예술대학,디자인학과,전공일반,DES2022-01,디지털디자인스튜디오2,구자준,수15:00-16:15【61603】수16:30-17:45【61603】,3,24,0,"글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming, 시각디자인전공"
예술대학,디자인학과,전공일반,DES2022-02,디지털디자인스튜디오2,박선영,목15:00-16:15【61206】목16:30-17:45【61206】,3,12,0,"오프라인, 써피스디자인전공"
예술대학,디자인학과,전공일반,DES2026-01,포토＆커뮤니케이션,권택주,월12:00-13:15【61206】월13:30-14:45【61206】,3,12,0,"오프라인, 시각디자인전공"
예술대학,디자인학과,전공일반,DES2026-02,포토＆커뮤니케이션,황선영,화12:00-13:15【62603】화13:30-14:45【62603】,3,24,0,"오프라인, 써피스디자인전공 / 첫주차 온라인 사전제작"
예술대학,디자인학과,전공일반,DES2028-01,표현과재료2,김귀연,목15:00-16:15【61209】목16:30-17:45【61209】,3,19,0,"오프라인, 시각디자인전공"
예술대학,디자인학과,전공일반,DES2028-02,표현과재료2,윤세환,월12:00-13:15【61209】월13:30-14:45【61209】,3,7,0,"오프라인, 써피스디자인전공 / 공동강의"
예술대학,디자인학과,전공핵심,DES3004-01,디자인스튜디오2,박고은,화12:00-13:15【61202】화13:30-14:45【61202】,3,25,0,"오프라인, 시각디자인전공"
예술대학,디자인학과,전공핵심,DES3004-02,디자인스튜디오2,박선주,목12:00-13:15【61209】목13:30-14:45【61209】,3,7,0,"오프라인, 써피스디자인전공"
예술대학,디자인학과,전공일반,DES3015-01,프리젠테이션,윤세환,수12:00-13:15【61209】수13:30-14:45【61209】,3,19,0,"오프라인, 써피스디자인전공"
예술대학,디자인학과,전공핵심,DES3029-01,크리에이티브프로젝트2,유현정,목12:00-13:15【61206】목13:30-14:45【61206】,3,16,0,"오프라인, 시각디자인전공"
예술대학,디자인학과,전공핵심,DES3029-02,크리에이티브프로젝트2,정우영,월12:00-13:15【61217】월13:30-14:45【61217】,3,6,0,"오프라인, 써피스디자인전공"
예술대학,디자인학과,전공핵심,DES3031-01,디자인크리에이티브,김진영,목09:00-10:15【61206】목10:30-11:45【61206】,3,13,0,"오프라인, 시각디자인전공"
예술대학,디자인학과,전공핵심,DES3031-02,디자인크리에이티브,윤세환,화12:00-13:15【61217】화13:30-14:45【61217】,3,6,0,"오프라인, 써피스디자인전공"
예술대학,디자인학과,전공일반,DES3040-01,프로페셔날종합설계프로젝트,구자준,화15:00-16:15【62705】화16:30-17:45【62705】,3,20,0,"글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming, 시각디자인전공"
예술대학,디자인학과,전공일반,DES3040-02,프로페셔날종합설계프로젝트,송인호,수15:00-16:15【61209】수16:30-17:45【61209】,3,16,0,"오프라인, 써피스디자인전공"
예술대학,디자인학과,전공일반,DES3041-01,졸업작품캡스톤디자인,박선영,수09:00-10:15【61219】수10:30-11:45【61219】,3,14,0,"오프라인, 시각디자인전공"
예술대학,디자인학과,전공일반,DES3041-02,졸업작품캡스톤디자인,정지숙,월15:00-16:15【61217】월16:30-17:45【61217】,3,19,0,"오프라인, 써피스디자인전공"
예술대학,디자인학과,전공핵심,FDM3034-01,패션마케팅,황선진,화09:00-10:15【62805】목10:30-11:45【62805】,3,27,0,온-오프[오프라인+강의저장]
예술대학,디자인학과,전공핵심,FDM3034-02,패션마케팅,황선진,화10:30-11:45【62805】목09:00-10:15【62805】,3,34,0,온-오프[오프라인+강의저장]
예술대학,디자인학과,전공일반,SOA2005-01,예술과빅데이터,구자환,화15:00-16:15【61601】화16:30-17:45【61601】,3,19,0,오프라인
예술대학,디자인학과,전공일반,SOA3003-01,예술창업입문,최동은,월09:00-09:50【62704】,1,26,0,오프라인
예술대학,디자인학과,전공(대학원),DES4001-02,융합캡스톤디자인,변혁,화18:00-19:15【61413】화19:30-20:45【61413】,3,8,0,오프라인
예술대학,디자인학과,전공일반,ERC3001-01,글로벌캡스톤디자인,예민희,금15:00-16:15【61413】금16:30-17:45【61413】,3,12,0,"글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming, *디자인학과/의상학과 선발 학생 대상 직권신청 과목"
예술대학,디자인학과,전공일반,ERC3001-41,글로벌캡스톤디자인,정태명,화15:00-16:15【85529】목16:30-17:45【85529】,3,12,0,"오프라인, ABEEK"
예술대학,디자인학과,전공일반,DES2033-01,디자인프로시저,김백준,목12:00-13:15【61208】목13:30-14:45【61208】,3,22,0,"오프라인, 시각디자인전공"
예술대학,디자인학과,전공일반,DES2025-01,디자인마케팅론,강도은,수15:00-15:50【61802】수16:00-16:50【61802】,2,18,0,오프라인
예술대학,디자인학과,전공일반,SOA2004-01,공연예술미학,한달호,목15:00-15:50【61803】목16:00-16:50【61803】,2,12,0,온라인[사전제작]
예술대학,연기예술학과,전공(대학원),DES4001-01,융합캡스톤디자인,이한승,월18:00-19:15【61413】월19:30-20:45【61413】,3,5,0,오프라인
예술대학,연기예술학과,전공일반,GBA3045-01,Business Practicum : Convergence Capstone Design,심수옥,금12:00-13:15【33402】금13:30-14:45【33402】,3,34,0,"국제어수업, 글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming, 교환학생 수강 불가"
예술대학,연기예술학과,전공일반,SOA3001-01,문화예술캡스톤디자인,정지숙,목15:00-16:15【61413】목16:30-17:45【61413】,3,9,0,오프라인
예술대학,연기예술학과,전공일반,MCJ3069-01,브랜드캡스톤디자인,한은경,월10:00-10:50【33210】월11:00-11:50【33210】,3,22,0,글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming
예술대학,연기예술학과,전공(대학원),SOA4002-01,인공지능과예술,이혜민,수15:00-16:15【62603】수16:30-17:45【62603】,3,3,0,오프라인
예술대학,연기예술학과,전공일반,SOA2005-01,예술과빅데이터,구자환,화15:00-16:15【61601】화16:30-17:45【61601】,3,19,0,오프라인
예술대학,연기예술학과,전공일반,SOA3003-01,예술창업입문,최동은,월09:00-09:50【62704】,1,26,0,오프라인
예술대학,연기예술학과,전공핵심,DAT2033-01,스피치,김로사,목12:00-13:15【62101】목13:30-14:45【62101】,3,16,0,오프라인
예술대학,연기예술학과,전공핵심,DAT2035-01,무브먼트2,김현희,화12:00-13:15【62101】화13:30-14:45【62101】,3,20,0,오프라인
예술대학,연기예술학과,전공핵심,DAT2046-01,프레임/쇼트,윤용아,수15:00-16:15【62705】수16:30-17:45【62705】,3,26,0,오프라인
예술대학,연기예술학과,전공핵심,DAT2051-01,메소드연기,문현정,월15:00-16:15【62101】월16:30-17:45【62101】,3,22,0,오프라인
예술대학,연기예술학과,전공일반,DAT2052-01,에쭈드,김현희,월15:00-16:15【62102】월16:30-17:45【62102】,3,18,0,오프라인
예술대학,연기예술학과,전공핵심,DAT2054-01,영화의이해,고규흔,목09:00-10:15【61703】목10:30-11:45【61703】,3,30,0,온-오프[오프라인+강의저장]
예술대학,연기예술학과,전공일반,DAT2059-01,빛과그림자,신재희,목12:00-13:15【62102】목13:30-14:45【62102】,3,12,0,오프라인
예술대학,연기예술학과,전공핵심,DAT2065-01,희곡작법,이연주,화15:00-16:15【62805】화16:30-17:45【62805】,3,13,0,오프라인
예술대학,연기예술학과,전공일반,DAT3040-01,연기연출,윤용아,목15:00-16:15【62101】목16:30-17:45【62101】,3,19,0,오프라인
예술대학,연기예술학과,전공일반,DAT3055-01,중급영화제작실습,심광진,수15:00-16:15【61414】수16:30-17:45【61414】,3,23,0,오프라인
예술대학,연기예술학과,전공일반,DAT3056-01,내러티브의재구성,원창재,월12:00-13:15【61414】월13:30-14:45【61414】,3,10,0,오프라인
예술대학,연기예술학과,전공일반,DAT3066-01,뮤지컬워크숍,한규금,금15:00-16:15【62401】금16:30-17:45【62401】,3,12,0,오프라인
예술대학,연기예술학과,전공일반,DAT3067-01,무대디자인과제작,이유정,금12:00-13:15【61414】금13:30-14:45【61414】,3,11,0,오프라인
예술대학,연기예술학과,전공일반,DAT3070-01,졸업공연캡스톤디자인,부새롬,화15:00-15:50【62401】화16:00-16:50【62401】화17:00-17:50【62401】목15:00-15:50【62401】목16:00-16:50【62401】목17:00-17:50【62401】,4,19,0,오프라인
예술대학,연기예술학과,전공(대학원),DAT4003-01,현대공연예술미학,남지수,화12:00-13:15【62704】화13:30-14:45【62704】,3,6,0,오프라인
예술대학,연기예술학과,전공일반,DAT3072-01,카메라연기,안지은,화12:00-13:15【61414】화13:30-14:45【61414】,3,27,0,오프라인
예술대학,연기예술학과,전공일반,DAT3047-01,디지털촬영과조명,윤주환,화15:00-16:15【62102】화16:30-17:45【62102】,3,7,0,"오프라인, 이론과 실습을 중점적으로 진행하는 수업운영방식"
예술대학,연기예술학과,전공핵심,DAT2064-01,단편연극제작실습,이경성,수12:00-13:15【62101】수13:30-14:45【62101】,3,22,0,"오프라인, 공연발표수업"
예술대학,연기예술학과,전공(대학원),DES4001-02,융합캡스톤디자인,변혁,화18:00-19:15【61413】화19:30-20:45【61413】,3,8,0,오프라인
예술대학,연기예술학과,전공일반,DAT3057-01,사운드디자인과믹싱,성재현,금09:00-10:15【61414】금10:30-11:45【61414】,3,13,0,오프라인
예술대학,연기예술학과,전공일반,SOA2004-01,공연예술미학,한달호,목15:00-15:50【61803】목16:00-16:50【61803】,2,12,0,온라인[사전제작]
유학대학,유학.동양학과,전공/전공일반,COS3016-01,동서비교윤리학,백영선,월15:00-16:15【31503】수16:30-17:45【31503】,3,28,0,"글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming, 교양인정전공교과목(비전공생수강시, 균형교양 인간/문화의이해영역으로 인정)"
유학대학,유학.동양학과,전공(대학원),CHS7004-I1,[도전학기] Python활용인문사회과학논문쓰기,한옥영,【iCampus 수업】,3,95,0,"중대형온라인강의, [도전학기] 학사과정생은 전공인정학과 여부 관계없이 전공TO로 수강신청됨"
유학대학,유학.동양학과,전공일반,COS2042-01,한국성리학의논쟁들,배제성,화09:00-10:15【31508B】화10:30-11:45【31508B】,3,6,0,오프라인
유학대학,유학.동양학과,전공일반,COS3042-01,유가고전영어강독,이용윤,월13:30-14:45【31503】수12:00-13:15【31503】,3,11,0,"온-오프[오프라인+강의저장,Real Time Streaming]"
유학대학,유학.동양학과,전공일반,COS2020-01,한국의종교와문화,정도원,월16:30-17:45【31512】수15:00-16:15【31512】,3,14,0,온-오프[오프라인+강의저장]
유학대학,유학.동양학과,전공핵심,COS2035-01,맹자,김동민,화18:00-19:15【31707】화19:30-20:45【31707】,3,38,0,온-오프[오프라인+강의저장]
유학대학,유학.동양학과,전공핵심,COS2038-01,동양문화·예술학입문,조민환,화13:30-14:45【31406】목12:00-13:15【31406】,3,38,0,오프라인
유학대학,유학.동양학과,전공핵심,COS2039-01,유교경전의이해,성시훈,목09:00-10:15【33306】목10:30-11:45【33306】,3,37,0,오프라인
