전공영역1,전공영역2,구분,학수번호-분반,교과목명,교수,시간,학점,담은 인원,정원,비고
성균융합원,글로벌바이오메디컬엔지니어링학과,전공/전공일반,GBE2035-41,마음뇌인공지능,심원목,목09:00-10:15【86120】목10:30-11:45【86120】,3,71,0,"오프라인, ABEEK"
성균융합원,글로벌바이오메디컬엔지니어링학과,전공/전공핵심/전공일반,IBT2039-I1,[도전학기] 게놈혁명과호모헌드레드,오정수,【iCampus 수업】,3,30,0,"중대형온라인강의, [도전학기] 비전공생 수강 시 교양(자연/과학/기술의이해)으로 인정"
성균융합원,글로벌바이오메디컬엔지니어링학과,전공일반,GEC3407-01,Health Economics,이진형,화09:00-10:15【31404】화10:30-11:45【31404】,3,2,0,"국제어수업, 글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming"
성균융합원,글로벌바이오메디컬엔지니어링학과,전공일반,SWE3011-41,인공지능개론,박진영,월12:00-13:15【26310】수13:30-14:45【26310】,3,67,0,"국제어수업, 글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming, ABEEK"
성균융합원,글로벌바이오메디컬엔지니어링학과,전공일반,SWE3011-43,인공지능개론,고영중,금09:00-10:15【400102】금10:30-11:45【400102】,3,54,0,"글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming, ABEEK"
성균융합원,글로벌바이오메디컬엔지니어링학과,전공일반,PHR3133-41,모델링기반의약품설계,신범수,목09:00-09:50【530254】목10:00-10:50【530254】목11:00-11:50【530254】,3,22,0,오프라인
성균융합원,글로벌바이오메디컬엔지니어링학과,전공일반,PHR3134-41,바이오분자약학,조은정,금13:00-13:50【530250】금14:00-14:50【530250】금15:00-15:50【530250】,3,13,0,온-오프[오프라인+강의저장]
성균융합원,글로벌바이오메디컬엔지니어링학과,전공일반,PHR3137-41,바이오의약품기기분석학,이정미,금13:00-13:50【530254】금14:00-14:50【530254】금15:00-15:50【530254】,3,14,0,오프라인
성균융합원,글로벌바이오메디컬엔지니어링학과,전공핵심,GBE2028-41,BME공학수학Ⅱ,박장연,월16:30-17:45【86102】수15:00-16:15【86102】,3,45,0,"국제어수업, 오프라인"
성균융합원,글로벌바이오메디컬엔지니어링학과,전공핵심,GBE2038-41,기초생체재료학,박천권,화09:00-10:15【86102】화10:30-11:45【86102】,3,30,0,"국제어수업, 글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming"
성균융합원,글로벌바이오메디컬엔지니어링학과,전공일반,GBE3022-41,기능성생체고분자공학,신미경,수09:00-10:15【86102】수10:30-11:45【86102】,3,14,0,"국제어수업, 오프라인"
성균융합원,글로벌바이오메디컬엔지니어링학과,전공일반,GBE3074-41,세포공학개론,이정승,월15:00-16:15【86102】수16:30-17:45【86102】,3,12,0,"국제어수업, 글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming"
성균융합원,글로벌바이오메디컬엔지니어링학과,전공(대학원),GBE4003-41,BME고급의료영상,박장연,목15:00-16:15【86102】목16:30-17:45【86102】,3,3,0,"국제어수업, 오프라인"
성균융합원,글로벌바이오메디컬엔지니어링학과,전공(대학원),GBE4005-41,뇌기능매핑의원리,심원목,화15:00-16:15【86102】화16:30-17:45【86102】,3,5,0,"국제어수업, 글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming"
성균융합원,글로벌바이오메디컬엔지니어링학과,전공(대학원),GBE7003-41,생체재료기기분석,신미경,월15:00-16:15【86120】월16:30-17:45【86120】,3,10,0,"국제어수업, 오프라인"
성균융합원,글로벌바이오메디컬엔지니어링학과,전공핵심,PHR2012-41,약품분자생물학,조은정,화14:00-14:50【530250】화15:00-15:50【530250】화16:00-16:50【530250】,3,38,0,온-오프[오프라인+강의저장]
성균융합원,글로벌바이오메디컬엔지니어링학과,전공핵심,PHR2012-42,약품분자생물학,조은정,수14:00-14:50【530250】수15:00-15:50【530250】수16:00-16:50【530250】,3,27,0,온-오프[오프라인+강의저장]
성균융합원,글로벌바이오메디컬엔지니어링학과,전공일반,SWE3011-42,인공지능개론,김광수,화15:00-16:15【26506】목16:30-17:45【26506】,3,73,0,"오프라인, ABEEK"
성균융합원,글로벌바이오메디컬엔지니어링학과,전공일반,BBC3003-41,차세대바이오헬스캡스톤디자인,송민경,수18:00-19:15【62306】수19:30-20:45【62306】,3,27,0,"오프라인, 생명공학대학 JAMBOREE 행사 본선참여 학생만 신청 가능"
성균융합원,글로벌바이오메디컬엔지니어링학과,전공일반,GBE3065-41,바이오프로그래밍과머신러닝,이준열,월13:30-14:45【86103】수12:00-13:15【86103】,3,27,0,"국제어수업, 글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming, 실습수업으로 추가증원 불가"
성균융합원,글로벌바이오메디컬엔지니어링학과,전공일반,GBE3071-41,바이오데이터마이닝,홍석준,금12:00-13:15【86102】금13:30-14:45【86102】,3,22,0,글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming
성균융합원,글로벌바이오메디컬엔지니어링학과,전공일반,IBT3056-41,바이오공정공학,권대혁,월15:00-16:15【62355】수16:30-17:45【62355】,3,42,0,글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming
성균융합원,글로벌바이오메디컬엔지니어링학과,전공핵심,GBE2031-41,BME선형대수학,박재석,화13:30-14:45【86102】목12:00-13:15【86102】,3,43,0,"국제어수업, 오프라인"
성균융합원,글로벌바이오메디컬엔지니어링학과,실험실습,GBE2033-41,기초의공학실험,이준열,금12:00-12:50【81525】금13:00-13:50【81525】금14:00-14:50【81525】금15:00-15:50【81525】금16:00-16:50【81525】금17:00-17:50【81525】,3,23,0,"글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming, 실험교과목으로 수강인원증원불가"
성균융합원,글로벌바이오메디컬엔지니어링학과,실험실습,GBE2033-42,기초의공학실험,김형구,수09:00-09:50【81525】수10:00-10:50【81525】수11:00-11:50【81525】수12:00-12:50【81525】수13:00-13:50【81525】수14:00-14:50【81525】,3,23,0,"글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming, 실험교과목으로 수강인원증원불가"
성균융합원,글로벌바이오메디컬엔지니어링학과,전공핵심,GBE2034-41,BME신경과학,서민아,금15:00-16:15【86102】금16:30-17:45【86102】,3,34,0,"국제어수업, 오프라인"
성균융합원,글로벌바이오메디컬엔지니어링학과,실험실습,GBE3039-41,고급의공학실험Ⅱ,박재석,수18:00-18:50【미지정】수19:00-19:50【미지정】수20:00-20:50【미지정】수21:00-21:45【미지정】수21:45-22:30【미지정】수22:30-23:15【미지정】,3,10,0,"국제어수업, 오프라인"
성균융합원,글로벌바이오메디컬엔지니어링학과,전공핵심,GBE3053-41,연구참여,박재석,미지정,1,8,0,"국제어수업, 오프라인"
성균융합원,글로벌바이오메디컬엔지니어링학과,전공핵심,GBE3072-41,바이오통계와빅데이터Ⅱ,우충완,월12:00-13:15【86103】수13:30-14:45【86103】,3,25,0,"국제어수업, 글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming, 실습수업으로 추가 증원 불가"
성균융합원,글로벌바이오메디컬엔지니어링학과,전공(대학원),GBE4011-41,휴먼레벨인공지능개론,홍석준,금09:00-10:15【86102】금10:30-11:45【86102】,3,11,0,글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming
성균융합원,글로벌바이오메디컬엔지니어링학과,전공(대학원),GBE7002-41,신경생물학연구법특론Ⅰ,서민아,수15:00-16:15【86126】수16:30-17:45【86126】,3,3,0,"국제어수업, 오프라인"
성균융합원,글로벌바이오메디컬엔지니어링학과,전공일반,PHR3140-41,유전자및세포치료제,이재철,수09:00-09:50【530154】수10:00-10:50【530154】수11:00-11:50【530154】,3,25,0,오프라인
성균융합원,글로벌바이오메디컬엔지니어링학과,전공핵심,GBE3077-41,계산신경과학의기초,유승범,화12:00-13:15【86102】목13:30-14:45【86102】,3,14,0,"국제어수업, 오프라인"
성균융합원,글로벌바이오메디컬엔지니어링학과,전공(대학원),IPH7005-41,지능형바이오융합세미나,박재석,화15:00-16:15【86120】화16:30-17:45【86120】,3,6,0,"국제어수업, 오프라인"
소프트웨어대학,컴퓨터공학과,전공(대학원),DES4001-01,융합캡스톤디자인,이한승,월18:00-19:15【61413】월19:30-20:45【61413】,3,5,0,오프라인
소프트웨어대학,컴퓨터공학과,전공(대학원),SFC4002-41,스마트팩토리캡스톤디자인2,정종필,화18:00-19:15【26310】화19:30-20:45【26310】,3,10,0,"글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming, 채용조건형 전용 과목 [재교육형 수강 불가]"
소프트웨어대학,컴퓨터공학과,전공(대학원),SFC7002-41,스마트팩토리융합캡스톤디자인2,정종필,목18:00-19:15【26310】목19:30-20:45【26310】,3,31,0,글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming
소프트웨어대학,컴퓨터공학과,전공일반,ERC3011-41,산학융합캡스톤디자인,이준영,금18:00-19:15【23217】금19:30-20:45【23217】,3,48,0,"강의저장수업, 글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming, ABEEK"
소프트웨어대학,컴퓨터공학과,전공일반,ERC2007-41,공학수치해석,전경수,목09:00-10:15【26507】목10:30-11:45【26507】,3,33,0,"온-오프[오프라인+강의저장], ABEEK"
소프트웨어대학,컴퓨터공학과,전공일반,ERC2007-43,공학수치해석,자비단,화13:30-14:45【26513】목12:00-13:15【26513】,3,44,0,"국제어수업, 오프라인, ABEEK"
소프트웨어대학,컴퓨터공학과,전공일반,CHS2003-I1,[도전학기] 빅데이터와인공지능을활용한시스템강건설계,이상원,【iCampus 수업】,2,139,0,"중대형온라인강의, [도전학기]"
소프트웨어대학,컴퓨터공학과,전공일반,EME3030-41,Computer Aided Engineering,김문기,월10:30-11:45【22312】수09:00-10:15【22312】,3,48,0,"글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming, ABEEK"
소프트웨어대학,컴퓨터공학과,전공일반,ESM3056-41,CAD/제품정보관리및실습,노상도,화09:00-10:15【26513】화10:30-11:45【26513】,3,34,0,"오프라인, ABEEK"
소프트웨어대학,컴퓨터공학과,전공일반,ICE2003-43,확률및랜덤프로세스,김중규,화09:00-10:15【22211】목10:30-11:45【22211】,3,68,0,"온라인[사전제작], ABEEK"
소프트웨어대학,컴퓨터공학과,전공일반,ICE2003-45,확률및랜덤프로세스,이준호,화15:00-16:15【22211】목16:30-17:45【22211】,3,49,0,"오프라인, ABEEK"
소프트웨어대학,컴퓨터공학과,전공일반,ICE2003-46,확률및랜덤프로세스,최재혁,화15:00-16:15【400118】목16:30-17:45【400118】,3,37,0,"온-오프[오프라인+강의저장], ABEEK, 반도체시스템공학과 전용반"
소프트웨어대학,컴퓨터공학과,전공일반,ICE3043-41,스마트카공학개론,전재욱,금09:00-10:15【23217】금10:30-11:45【23217】,3,63,0,"오프라인, ABEEK, 팀티칭 강의"
소프트웨어대학,컴퓨터공학과,전공핵심/전공일반,SWE2015-42,자료구조개론,염익준,화09:00-10:15【330110】목10:30-11:45【330110】,3,157,0,"강의저장수업, 온라인[사전제작], ABEEK"
소프트웨어대학,컴퓨터공학과,전공일반,SWE3011-41,인공지능개론,박진영,월12:00-13:15【26310】수13:30-14:45【26310】,3,67,0,"국제어수업, 글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming, ABEEK"
소프트웨어대학,컴퓨터공학과,전공일반,SWE3011-43,인공지능개론,고영중,금09:00-10:15【400102】금10:30-11:45【400102】,3,54,0,"글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming, ABEEK"
소프트웨어대학,컴퓨터공학과,전공(대학원),ECE4249-41,컴퓨터비전,이준호,수12:00-13:15【85777】수13:30-14:45【85777】,3,5,0,오프라인
소프트웨어대학,컴퓨터공학과,전공일반,EEE3049-41,컴퓨터네트워크개론,신지태,화15:00-16:15【21534】목16:30-17:45【21534】,3,18,0,"글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming, ABEEK"
소프트웨어대학,컴퓨터공학과,전공일반,EME3022-41,계측공학,석지원,화16:30-17:45【22301】목15:00-16:15【22301】,3,52,0,"강의저장수업 + 국제어, 오프라인, ABEEK"
소프트웨어대학,컴퓨터공학과,전공일반,EME3025-41,제어공학,김종현,월09:00-10:15【22312】수10:30-11:45【22312】,3,45,0,"오프라인, ABEEK"
소프트웨어대학,컴퓨터공학과,전공일반,ICE3001-41,마이크로프로세서,마난무함마드,화12:00-13:15【22410】목13:30-14:45【22410】,3,28,0,"국제어수업, 오프라인, ABEEK"
소프트웨어대학,컴퓨터공학과,전공일반,ICE3028-43,임베디드시스템설계,신동군,화13:30-14:45【400202】목12:00-13:15【400126】,3,15,0,"오프라인, ABEEK"
소프트웨어대학,컴퓨터공학과,전공일반/전공핵심,SWE2001-41,시스템프로그램,이호준,화12:00-13:15【26310】목13:30-14:45【26310】,3,32,0,"국제어수업, 오프라인, ABEEK"
소프트웨어대학,컴퓨터공학과,전공일반/전공핵심,SWE2001-42,시스템프로그램,엄영익,화15:00-16:15【26312】목16:30-17:45【26312】,3,80,0,"온라인[사전제작], ABEEK"
소프트웨어대학,컴퓨터공학과,전공일반/전공핵심,SWE2016-43,알고리즘개론,조대호,화13:30-14:45【26311】목12:00-13:15【26311】,3,91,0,"국제어수업, 온라인[사전제작], ABEEK, 복수전공생 및 재학생 전용"
소프트웨어대학,컴퓨터공학과,전공일반,COV3002-01,유비쿼터스사회와소통능력,이윤경,금09:00-10:15【33301】금10:30-11:45【33301】,3,54,0,오프라인
소프트웨어대학,컴퓨터공학과,전공핵심,SWE3006-41,프로그래밍언어,한환수,화15:00-16:15【26310】목16:30-17:45【26310】,3,59,0,"국제어수업, 온-오프[오프라인+강의저장], ABEEK"
소프트웨어대학,컴퓨터공학과,전공핵심,SWE3006-42,프로그래밍언어,황성재,월12:00-13:15【26223】수13:30-14:45【26223】,3,73,0,"글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming, ABEEK"
소프트웨어대학,컴퓨터공학과,전공일반,SWE3008-41,컴퓨터그래픽스개론,이성길,월16:30-17:45【26312】수15:00-16:15【26312】,3,53,0,"오프라인, ABEEK"
소프트웨어대학,컴퓨터공학과,전공핵심,SWE3022-41,컴퓨터네트웍개론,정재훈,화13:30-14:45【26312】목12:00-13:15【26312】,3,27,0,"국제어수업, 글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming, ABEEK, 소프트웨어/컴퓨터공학과 반제(복전생 제외)"
소프트웨어대학,컴퓨터공학과,전공핵심,SWE3022-42,컴퓨터네트웍개론,염익준,화13:30-14:45【26310】목12:00-13:15【26310】,3,66,0,"오프라인, ABEEK, 소프트웨어/컴퓨터공학과 반제(복전생 제외)"
소프트웨어대학,컴퓨터공학과,전공핵심,SWE3022-43,컴퓨터네트웍개론,최형기,월16:30-17:45【51155】수15:00-16:15【51155】,3,94,0,"온-오프[오프라인+강의저장], ABEEK, 복수전공생 및 재학생 전용"
소프트웨어대학,컴퓨터공학과,전공일반,SWE3025-41,정보보호개론,최형기,월13:30-14:45【26312】수12:00-13:15【26312】,3,43,0,"온-오프[오프라인+강의저장], ABEEK"
소프트웨어대학,컴퓨터공학과,전공일반,SWE3051-41,컴퓨터비전개론,허재필,금12:00-13:15【330110】금13:30-14:45【330110】,3,75,0,"오프라인, ABEEK"
소프트웨어대학,컴퓨터공학과,전공핵심,SWE3004-01,운영체제,엄영익,수15:00-16:15【33527】수16:30-17:45【33527】,3,14,0,"글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming, 컴교,SW대학 수강제한 (융합SW연계전공생만 수강가능)"
소프트웨어대학,컴퓨터공학과,전공핵심/전공일반,ICE3037-42,종합설계프로젝트,조준동,수18:00-19:15【51356】수19:30-20:45【51356】,3,52,0,"글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming, ABEEK, 전자전기공학부 전용반"
소프트웨어대학,컴퓨터공학과,전공핵심/전공일반,ICE3037-43,종합설계프로젝트,타메르,화16:30-17:45【26305】목15:00-16:15【26305】,3,22,0,"국제어수업, 온-오프[오프라인+강의저장], ABEEK, 소프트웨어학과 전용반"
소프트웨어대학,컴퓨터공학과,실험실습,SWE2021-41,오픈소스소프트웨어실습,조재민,화18:00-18:50【85718】화19:00-19:50【85718】화20:00-20:50【85718】화21:00-21:45【85718】,2,102,0,"글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming, ABEEK"
소프트웨어대학,컴퓨터공학과,실험실습,SWE2023-42,JAVA프로그래밍실습,타메르,목18:00-18:50【85712】목19:00-19:50【85712】목20:00-20:50【85712】목21:00-21:45【85712】,2,66,0,"국제어수업, 온-오프[오프라인+강의저장], ABEEK"
소프트웨어대학,컴퓨터공학과,실험실습,SWE2024-42,시스템프로그래밍실습,우홍욱,월18:00-18:50【85712】월19:00-19:50【85712】월20:00-20:50【85712】월21:00-21:45【85712】,2,52,0,"오프라인, ABEEK, 소프트웨어/컴퓨터공학과 반제(복전생 제외)"
소프트웨어대학,컴퓨터공학과,실험실습,SWE2024-43,시스템프로그래밍실습,정진규,월18:00-18:50【85718】월19:00-19:50【85718】월20:00-20:50【85718】월21:00-21:45【85718】,2,18,0,"오프라인, ABEEK, 소프트웨어/컴퓨터공학과 반제(복전생 제외)"
소프트웨어대학,컴퓨터공학과,전공핵심,SWE3002-41,소프트웨어공학개론,이은석,금15:00-16:15【85713】금16:30-17:45【85713】,3,61,0,"글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming, ABEEK, 플립러닝(Flipped Learning)"
소프트웨어대학,컴퓨터공학과,전공핵심,SWE3002-42,소프트웨어공학개론,차수영,월10:30-11:45【26310】수09:00-10:15【26310】,3,73,0,"국제어수업, 온-오프[오프라인+강의저장,Real Time Streaming], ABEEK"
소프트웨어대학,컴퓨터공학과,전공핵심,SWE3003-41,데이터베이스개론,남범석,화16:30-17:45【85712】목15:00-16:15【85712】,3,74,0,"국제어수업, 오프라인, ABEEK"
소프트웨어대학,컴퓨터공학과,전공핵심,SWE3004-41,운영체제,엄영익,월09:00-10:15【26312】수10:30-11:45【26312】,3,87,0,"온라인[사전제작], ABEEK"
소프트웨어대학,컴퓨터공학과,전공핵심,SWE3004-42,운영체제,서의성,화12:00-13:15【26312】목13:30-14:45【26312】,3,54,0,"오프라인, ABEEK"
소프트웨어대학,컴퓨터공학과,전공핵심,SWE3005-41,컴퓨터구조개론,조형민,월13:30-14:45【23219】수12:00-13:15【23219】,3,131,0,"강의저장수업 + 국제어, 오프라인, ABEEK, 복수전공생 및 재학생 전용 대단위수업(150명)"
소프트웨어대학,컴퓨터공학과,전공핵심,SWE3005-42,컴퓨터구조개론,신동군,월09:00-10:15【330110】수10:30-11:45【330110】,3,70,0,"온라인[사전제작], ABEEK, 소프트웨어/컴퓨터공학과 반제(복전생 제외)"
소프트웨어대학,컴퓨터공학과,실험실습,SWE3048-41,웹프로그래밍실습,타메르,화18:00-18:50【85702】화19:00-19:50【85702】화20:00-20:50【85702】화21:00-21:45【85702】,2,80,0,"국제어수업, 온-오프[오프라인+강의저장], ABEEK, 노트북 필요"
소프트웨어대학,컴퓨터공학과,실험실습,SWE3048-42,웹프로그래밍실습,염익준,화18:00-18:50【85712】화19:00-19:50【85712】화20:00-20:50【85712】화21:00-21:45【85712】,2,65,0,"오프라인, ABEEK, 노트북 필요"
소프트웨어대학,컴퓨터공학과,실험실습,SWE3048-43,웹프로그래밍실습,타메르,수18:00-18:50【85613】수19:00-19:50【85613】수20:00-20:50【85613】수21:00-21:45【85613】,2,82,0,"국제어수업, 온-오프[오프라인+강의저장], ABEEK, 노트북 필요"
소프트웨어대학,컴퓨터공학과,실험실습,SWE3048-44,웹프로그래밍실습,황성재,수18:00-18:50【85712】수19:00-19:50【85712】수20:00-20:50【85712】수21:00-21:45【85712】,2,69,0,"국제어수업, 온-오프[오프라인+강의저장,Real Time Streaming], ABEEK"
소프트웨어대학,컴퓨터공학과,전공핵심/전공일반,CSE3036-41,컴퓨터공학세미나,정재훈,월15:00-15:50【330110】수17:00-17:50【330110】,1,65,0,"국제어수업, 온라인[사전제작], ABEEK, 실제수업시간: 수요일 17:00~17:50, 월요일 수업 없음"
소프트웨어대학,컴퓨터공학과,전공일반,EEE3011-41,디지털신호처리,전병우,화12:00-13:15【22211】목13:30-14:45【22211】,3,28,0,"국제어수업, 오프라인, ABEEK"
소프트웨어대학,컴퓨터공학과,전공일반,EEE3032-42,통신시스템,김동인,화12:00-13:15【21534】목13:30-14:45【21534】,3,7,0,"강의저장수업 + 국제어, 온-오프[오프라인+강의저장], ABEEK"
소프트웨어대학,컴퓨터공학과,전공(대학원),ESW4001-41,가상현실론,이성길,수12:00-13:15【26305】수13:30-14:45【26305】,3,10,0,"오프라인, ※ 학부생: 7학기 이상부터 수강 가능(학석사공통과목)"
소프트웨어대학,컴퓨터공학과,전공(대학원),ESW4007-41,컴파일러와언어원론,한환수,화16:30-17:45【85529】목15:00-16:15【85529】,3,0,0,"국제어수업, 온-오프[오프라인+강의저장], ※ 학부생: 7학기 이상부터 수강 가능(학석사공통과목)"
소프트웨어대학,컴퓨터공학과,전공(대학원),ESW4017-41,디지털헬스케어보안세미나,정재훈,목17:00-17:50【85777】,1,5,0,"국제어수업, 글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming"
소프트웨어대학,컴퓨터공학과,전공핵심/전공일반,ICE2001-41,논리회로,박종구,월12:00-13:15【23217】수13:30-14:45【23217】,3,58,0,"오프라인, ABEEK"
소프트웨어대학,컴퓨터공학과,전공핵심/전공일반,ICE2001-42,논리회로,박형원,화09:00-10:15【22410】목10:30-11:45【22410】,3,59,0,"글로벌-혁신[온라인사전강의 + 오프라인 또는 온라인 Real Time Streaming, ABEEK"
소프트웨어대학,컴퓨터공학과,전공핵심/전공일반,ICE2001-43,논리회로,민형복,화12:00-13:15【22110】목13:30-14:45【22110】,3,28,0,"온-오프[오프라인+강의저장], ABEEK"
소프트웨어대학,컴퓨터공학과,실험실습,ICE2005-41,논리회로설계실험,전일용,월18:00-18:50【22203】월19:00-19:50【22203】월20:00-20:50【22207】토09:00-09:50【22207】,2,51,0,"오프라인, ABEEK, 토요일수업 출결: i-Campus 수업으로 대체"
소프트웨어대학,컴퓨터공학과,전공일반,ICE3014-41,멀티미디어공학,전병우,월13:30-14:45【22211】수12:00-13:15【22211】,3,24,0,"국제어수업, 오프라인, ABEEK"
소프트웨어대학,컴퓨터공학과,전공일반,ICE3024-41,디지털시스템,김종태,금15:00-16:15【22211】금16:30-17:45【22211】,3,60,0,"온-오프[오프라인+강의저장], ABEEK"
소프트웨어대학,컴퓨터공학과,실험실습,ICE3029-41,마이크로프로세서실험,마난무함마드,금18:00-18:50【22202】금19:00-19:50【22202】금20:00-20:50【22202】금21:00-21:45【22202】,2,32,0,"국제어수업, 오프라인, ABEEK"
소프트웨어대학,컴퓨터공학과,전공일반,SWE2003-41,오토마타,김응모,월12:00-13:15【26312】수13:30-14:45【26312】,3,79,0,"온-오프[오프라인+강의저장], ABEEK"
소프트웨어대학,컴퓨터공학과,전공일반,SWE2017-41,산학협력프로젝트1,이주식,수17:00-17:50【26312】,1,16,0,온-오프[오프라인+Real Time Streaming]
소프트웨어대학,컴퓨터공학과,전공일반,SWE2018-41,산학협력프로젝트2,전윤호,수17:00-17:50【26508】,1,30,0,오프라인
소프트웨어대학,컴퓨터공학과,전공일반,SWE2020-41,컴퓨터개론,우홍욱,목13:00-13:50【85712】목14:00-14:50【85712】,2,79,0,"오프라인, ABEEK"
소프트웨어대학,컴퓨터공학과,전공일반,SWE2025-41,산학협력프로젝트3,황영숙,수17:00-17:50【400625】,1,22,0,온-오프[오프라인+Real Time Streaming]
